A,B,C,D
459.7461955,64.72125118,240.8456858,65.64138583
258.5856779,135.8086857,145.2735595,21.92443777
879.8248954,164.5520776,112.8546546,22.84278142
2882.063901,81.7001735,23.99665172,65.80470347
2794.400722,196.817091,105.2789067,44.40280711
4128.564557,59.83949847,141.6671814,59.58577606
2900.302482,357.5904375,0.550198026,35.53604169
830.0516986,82.64392835,437.7823921,77.88767024
350.9541121,118.4859097,29.38789699,1.165363177
22.02955028,96.94628213,52.57066844,32.39436218
1324.488711,62.32119399,20.56388535,29.70031237
213.3747283,60.17842627,63.2177789,31.61950288
557.3263578,77.76224872,46.27780796,72.83531441
409.6695459,184.0277811,40.23931143,55.62989472
1494.593957,69.13387368,201.9049849,-11.35255447
2715.285266,219.7320886,66.10467361,49.04809296
1043.421843,83.40456746,9.695325536,71.35018722
311.3908228,179.2417704,127.3532238,67.30808236
562.8951434,150.6471796,17.70865505,54.20861226
564.4168491,77.15755681,170.4670313,66.13682924
781.4790923,91.36966758,152.1669763,18.51648126
915.6545959,116.8661003,216.352698,57.15808672
1102.524199,314.4638554,125.6751787,85.20082564
462.4117875,83.66850232,32.48026457,43.38064918
13.54062464,125.1921521,30.71624298,12.8567791
116.1951958,323.1152377,520.082558,38.52262905
424.6801553,208.3059629,150.304248,53.17579253
824.9186361,93.65472764,102.8372588,47.81045915
1606.865226,114.219235,15.88897734,55.78339968
629.244857,196.4098235,150.6197162,31.23898817
1011.72403,83.67470995,59.48243536,38.59554697
849.9225992,106.4479062,401.1285156,68.15486133
4085.565319,133.016869,382.4004841,62.57661967
2801.283605,85.98533124,29.35573554,74.81352969
1368.708555,150.0050683,176.7937325,23.10386797
829.4397262,110.5590309,44.57392666,50.76686522
446.1849998,65.64576477,292.9204901,52.86264902
288.2072646,30.06426583,54.09221384,32.75823322
87.11198203,140.7164783,34.15876347,48.85428691
74.9317864,185.389191,18.74168131,21.96309429
305.6289423,100.2645402,120.1297351,47.50304293
66.51440542,174.8897533,436.1350062,64.78279379
612.0262174,53.38884446,317.0762432,57.95799771
138.4459184,29.53179907,77.06439088,41.84603128
1167.580184,46.81278477,30.05252144,55.30255993
661.0570685,58.01703319,11.27784518,31.00855105
2046.82578,80.30904658,24.36343897,76.14628673
331.7836146,96.91176275,21.34217103,45.77002344
2248.499006,119.0412771,69.79783304,44.32824862
333.7337244,277.4121676,87.00888508,72.17803455
743.2114109,71.72693294,338.1593149,67.73710959
728.0319556,122.3920625,8.824001104,34.27175271
1458.435272,227.1129974,93.21966938,4.038689944
4116.191199,89.31728147,38.90611873,38.7385355
2552.751711,71.98141887,8.849937334,41.04731748
320.0835469,83.70558047,10.4827946,35.88376342
511.3733145,75.76401214,139.7103587,37.5799289
96.22732177,24.67390759,111.8626835,46.77830953
753.3796643,267.7314058,24.74096815,55.12262809
2485.426215,160.3246713,9.092764504,76.90717933
2312.953853,130.3907824,39.47205986,-11.52127187
303.2891093,142.2817889,67.90527381,-15.07765296
16.61644084,79.69354456,32.77210245,42.62264538
524.4674641,251.3306712,52.11579064,58.97339994
257.6436489,219.2624698,40.73298098,86.27597255
1138.844682,128.5722015,169.6913155,40.83638751
2100.025159,111.0665154,417.9089288,28.688946
90.70480247,63.34105697,9.570361101,37.3506279
958.108616,122.058541,19.29489744,41.09388154
280.8029705,208.4282938,50.97137699,74.32347099
1059.332472,76.08186018,0.545587232,38.41915047
279.4391654,80.5529804,83.18802882,38.89274025
1265.046223,144.7097652,222.287715,42.56204495
44.24313419,228.8053006,74.11830476,51.27233076
735.9130014,204.0658688,154.8322103,45.96014362
411.2611366,104.6817725,89.8376351,57.15864265
128.0013141,111.8144694,29.65188322,15.3849572
185.836928,69.50969256,49.23792973,66.57100472
720.3567884,114.3411477,119.9528243,68.81365869
26.97154507,135.2565508,326.0854828,33.79693938
31.26165131,53.84479162,152.8471364,57.97926108
1511.042879,94.80606049,21.27951092,40.0970162
44.49360166,72.70907777,296.0717301,39.18101768
279.7289307,137.748097,81.33561968,44.2030272
456.6379498,91.45869348,155.161251,57.86048425
1331.00542,82.36068806,9.338878359,27.84893552
467.0558041,45.95915291,113.8216606,2.59771925
2316.769102,92.09111013,23.49461128,74.69005372
48.40993835,112.6984463,302.1220736,22.12861661
2531.180823,74.35566002,37.08384799,53.09391703
376.7645764,116.053119,18.25973259,13.69804712
786.8819311,82.32847534,81.5850281,61.96306572
1635.231264,229.3580032,269.6787939,56.46616548
114.8460871,128.7947113,100.5325493,43.95416821
482.8158566,109.1894376,19.19515361,48.27244439
613.8272016,54.61665638,3.859383406,60.65117984
407.0311322,70.59039439,49.51882254,87.90711121
20.70864238,193.0842049,3.606752341,-3.262177043
854.6842737,95.42349113,58.12052592,87.95233272
1636.153701,60.18313352,149.6477238,50.21748775
1897.45353,85.18440214,224.346643,41.54519299
97.62199549,125.5132384,46.60329298,82.99832791
297.4203769,93.06964473,45.31305293,51.12830002
1513.919011,100.7377839,55.98748264,45.48734396
399.8162211,85.88040477,5.199466744,71.99307469
1526.06776,267.7832266,31.80780543,32.70009193
1046.528346,114.4466359,55.39349885,23.68344577
1169.890719,109.6027557,20.6052778,47.74504787
214.7786547,95.53077764,64.92456242,31.82635401
1009.052663,44.68317297,0.697044515,76.13008954
370.331486,70.42787226,105.1381085,37.6084914
3.279969514,158.9005168,79.11875053,1.336121804
197.9974834,41.7614868,187.1208684,47.33429514
451.7487781,65.61485625,17.00818873,2.943137446
2018.580956,54.22355041,82.14488276,37.45570038
85.97633336,28.06032502,180.2963967,54.2381996
1274.09933,87.02810141,113.6103639,33.32457504
97.5094079,256.0121767,24.8584297,57.85332066
2124.376281,62.46868531,49.04795813,12.85205473
4434.116203,195.4813711,4.380152811,75.72551083
1544.951001,33.66214657,730.8854681,54.09524477
27.80005662,175.4495293,121.0054278,41.43929245
2919.99264,100.516538,91.35636305,13.10082272
649.285113,63.2924244,20.77672219,40.67626405
149.8597249,646.1758502,7.170111269,46.45078474
3421.10829,92.67928806,70.68347182,67.81040661
619.5797022,84.75121487,205.1125239,7.69227573
2051.670771,221.6544849,74.13880088,65.87212703
18.5990783,82.65884833,98.79451576,42.48983168
1684.935179,179.7620624,72.01966311,70.06226032
682.0053882,113.036684,22.52067873,56.31030241
339.2433422,324.1161015,141.9361095,41.14768005
477.844948,89.12725389,367.1379149,46.39573802
962.5865956,74.07221564,4.832061996,9.078650881
1731.109988,22.29915708,10.2684353,76.94154142
1115.886841,121.4482688,0.561056908,24.96451796
288.4682243,59.19529625,275.2390212,56.72788469
429.1656507,39.42614784,17.43417795,56.30851747
575.1308124,119.2347211,43.31521803,46.29724502
154.0402998,283.0782831,87.75001577,89.28207631
3952.733358,137.6823108,14.92281353,16.7015432
2998.683601,93.27276026,58.33408272,18.94818954
426.3089783,71.08592827,261.1589308,49.42064055
1382.18866,188.0805479,217.2266669,54.13982229
1890.202306,148.1866619,63.71848978,61.62079036
315.0174301,118.0033774,132.120883,44.02708266
1860.48986,107.2464782,113.5505272,53.18917536
334.247853,76.159997,201.9782675,59.12048576
421.1107544,74.25194661,131.1827329,38.85579156
2234.507557,51.18244232,161.5376999,45.22614648
1211.856009,42.29991851,2.892674012,35.3017908
415.6350461,144.7072253,167.7101657,49.56188814
1135.511525,132.5812858,122.8184461,60.94425608
1262.349014,67.40752404,113.8508759,5.107293413
902.1156187,89.1054448,231.6755578,61.45978784
1484.679495,107.6856652,143.4409442,71.36870348
802.5936996,58.16436716,134.7550502,55.6487665
444.2757755,37.67762392,45.88423108,61.48894094
252.0886427,78.15101071,149.9219487,66.58214337
361.0832822,59.04139202,125.3387023,5.986308172
561.6396875,68.70284734,271.3730551,77.23227501
196.6826739,178.1543328,87.50060013,13.75086172
517.0015804,95.47606894,74.98003211,-3.520888684
2417.690636,132.9069085,59.61278379,32.45750216
1882.380533,82.55374188,18.50944647,42.41660667
4223.301578,200.1427958,425.1038819,20.25811762
1772.921411,44.36989069,135.5889436,63.13025734
506.6558411,93.58828169,27.98951322,57.88223922
1192.253121,208.7337752,18.2731313,30.23349588
1669.009114,134.1606171,88.20635437,39.08288541
45.97403852,125.5275239,2.896088124,45.42729566
2218.013055,147.9927988,74.9576266,92.97896458
1323.977623,194.2416221,82.02133372,65.08120551
4502.869148,69.68510954,5.902267896,80.15369172
709.7737323,74.6148422,90.32788203,52.11935474
1376.842906,73.32456901,18.94732788,60.16843424
2482.344078,125.6403688,21.6403284,48.24144809
1578.956829,228.0471972,0.93132676,31.07728856
531.1045921,86.94518535,79.90943616,26.64803906
9.363029152,91.07151253,135.1705502,14.27975758
61.30292173,220.322739,143.3031031,68.50264891
3071.499747,155.606924,10.3170426,37.59655154
109.3114251,56.0669641,118.9772385,14.41461899
2181.983667,117.9567307,89.13551568,16.89303393
75.50931271,44.42206619,86.28191326,52.36451249
130.5339521,293.4619094,215.7152021,80.65934325
6.281931885,85.25187573,72.7923051,87.42158784
2160.238593,120.6317211,90.28770294,4.641900576
602.6895354,128.3292793,98.99232492,22.68256349
30.88134201,139.6597729,68.24091292,36.20091806
3701.230531,53.39741345,459.5784803,62.33881737
52.83263475,243.2761655,93.50154867,49.93996296
3789.696043,150.8416318,79.44507376,55.79640736
896.4415378,119.1569662,24.26861371,56.93730253
2434.565054,39.18040052,240.2214696,37.38938294
3241.098925,111.4887921,69.77113055,10.81487199
1604.629911,68.35727565,45.02818137,73.02284134
622.8964357,99.37463808,31.6966705,-16.98011715
311.2028527,213.69104,194.5497809,22.4302071
93.47979724,87.26118509,11.76705375,40.489862
22.35707082,80.810341,133.1983574,58.46171859
981.5352952,94.05738531,93.16870611,86.29551206
395.5950462,54.56302362,45.92823776,67.29560346
424.2198737,117.9342913,344.6118528,-5.683146355
360.065233,387.2584567,23.81714778,34.92335068
1305.475829,75.69523178,0.460049327,59.17485432
1230.550427,74.6976528,229.4427479,93.70399373
1112.892644,133.1044938,39.86139647,31.97214575
37.58666199,107.7108204,2.71728063,55.38969582
898.446993,190.4586861,32.40990489,50.36659076
662.7434096,70.52665933,145.1315323,56.01184416
435.150004,192.8950267,233.9244792,43.75145107
1125.453579,103.1185691,250.0550757,34.12067295
922.8666732,34.21531079,92.08848877,54.40901245
256.2922197,98.24387504,155.3054789,63.99667015
1687.751317,226.2763313,3.668206488,47.65348802
2991.341916,43.14108607,65.18019881,26.88745293
339.4130888,86.22747352,55.48581235,66.20284102
1386.526776,81.25776597,187.6623604,45.68487148
1244.55789,46.01752082,30.83609735,74.19618568
1633.341134,88.50789555,44.93642377,8.574903514
1294.129127,122.9870465,144.0279538,19.15961947
3454.94096,176.2007145,96.93214473,61.68184657
204.6527504,196.6958502,332.4374646,24.30200499
1884.70884,206.2453714,169.6620934,41.38272281
412.0192355,112.5624417,23.27843205,67.66161514
142.2750133,61.06049879,156.4543578,29.05214189
882.1367528,95.25289302,57.69265605,39.73959041
1081.053786,48.16219777,45.41424017,30.04169319
673.7917522,114.2211076,345.1809013,46.53256633
398.2304488,192.2792127,60.18408538,-19.53652913
1193.265479,93.53188911,43.57355013,41.87965891
1057.382399,169.1906523,58.53263631,63.41634575
1761.582423,77.43176582,46.874341,48.97090192
44.38080621,281.7448249,41.36028409,73.58995663
1519.070674,82.37775812,15.68122579,57.98905196
271.6685985,70.73177615,265.1096781,14.56590394
1688.618618,74.97564616,11.01474291,19.63843078
3317.269251,80.6205027,56.27994773,25.99958879
577.2345081,112.3222858,152.6980202,72.08703725
598.787394,73.55833177,33.92837378,28.37992247
856.8750321,89.15071782,67.56563849,67.61276858
249.6145158,198.9530915,19.16961494,23.51092127
1154.081318,39.29366421,6.223672523,27.14441407
2685.253741,28.45124744,24.80158801,-3.960366532
577.9213775,113.7216221,0.256142928,94.31273834
109.8630046,39.74836208,183.7399028,57.02024428
167.3676581,140.1608233,134.3892919,25.57792159
2197.737729,138.9997516,38.52395474,79.64853434
228.0329112,60.4857539,82.96738071,51.3155692
463.2900567,137.4416404,78.11481794,106.9033808
472.2079048,144.7192652,45.01771486,58.27486933
178.9710545,99.55096849,11.19425499,54.62720302
1477.502953,188.0875939,250.5270354,68.00567476
807.431275,158.6988022,188.2007306,56.41259604
1773.378478,117.2443823,19.986867,47.54105906
545.0482378,247.9914796,255.3786425,63.87993906
1174.710003,162.0772945,68.14562087,63.97776579
252.6957812,73.99645409,434.9528284,60.07762436
1115.641512,98.87101347,97.77620508,21.13799879
2928.865403,211.6823285,32.2775196,48.52043559
1329.645801,182.3128955,3.497869987,-12.07525938
2597.552718,98.38147116,18.24904657,46.21098598
619.0023553,198.3899122,16.34617756,84.02003438
769.6762148,82.36402793,21.53614314,43.61161413
191.3592449,79.58895752,237.4637898,102.2518005
206.5115101,75.8745528,84.5880186,54.48466968
326.0984238,62.62454132,102.0809639,15.08222636
366.2957964,50.97670045,3.201204103,28.82286394
1034.97101,139.2826728,89.87584905,51.88726705
904.2046233,222.7755172,136.0314304,7.14133562
699.0229403,100.252735,104.0420944,35.594616
1297.577319,57.21795575,77.91702393,58.92424069
1561.195038,126.0352319,91.16532097,64.36916754
4964.175194,80.67068283,360.4821962,3.157047257
1284.956962,95.19572069,60.92875784,62.97207083
119.5179653,281.1290307,40.95156415,31.51963117
423.2734712,181.1571929,51.34474936,63.82598297
708.5331361,64.44508681,110.9348607,71.36713748
2448.72784,106.3165978,111.4659305,28.36731129
1340.517141,125.6085861,144.7571645,18.26905924
765.0135858,88.71317402,26.02072322,29.93046584
194.3289628,230.1415134,107.7455138,37.37609887
298.2944436,93.75174052,30.02998832,25.08510461
1207.677469,114.7613484,9.037554459,66.13708719
106.8376884,74.9474146,172.0534124,42.66121376
478.521747,124.9593934,175.951819,49.96977405
400.1678,200.5958002,37.92225593,13.94855467
1792.97429,59.74837074,64.62327326,84.89524524
162.0628699,22.03574167,41.29374255,68.08926283
349.3643862,48.34273976,185.21037,52.40627791
338.1943757,126.788816,16.73759068,12.17438674
897.9353856,284.3979481,18.04178197,75.31660035
2667.605923,70.0433846,48.66473623,52.41155967
230.2722686,156.6045918,96.67205443,33.62988273
1746.959696,72.07142205,128.5534698,17.55473975
441.2649027,122.5861616,213.0553125,37.44724863
604.1869537,48.01064382,90.74769726,-13.0585459
139.956248,94.31044504,123.6578844,90.85236083
4134.037724,80.39895671,41.24678125,51.61263616
691.1328831,71.72228909,28.34810585,48.03194457
552.4286111,91.92539422,25.82483943,45.81702787
262.1327588,117.8231271,9.127816428,48.20313937
93.56558921,145.306959,207.2193088,42.79015798
3086.980199,130.1171597,11.38809623,58.02184189
34.19790184,189.6184057,71.83642538,46.60632818
1073.915993,91.53600807,7.604212229,39.63835636
1710.69579,58.78128929,230.9319525,16.99677215
3498.650745,269.1607574,173.2671007,45.65359634
209.1279519,44.68164245,4.143772682,24.4678787
940.1609493,250.9710869,6.465190215,77.23615627
644.7924622,223.6543175,264.0287863,79.58811091
1028.462631,35.26168041,57.4857041,42.94452239
760.2990968,55.6079446,157.6712991,64.06525079
1945.676727,138.6916479,107.0298871,39.3737193
2183.500862,186.023485,26.34170027,39.17377798
900.7478988,114.5905598,104.8734985,51.86524322
319.4109374,218.7443174,144.290211,10.37983239
3524.583949,220.7739455,60.65054632,36.32755353
1037.936921,69.98200594,327.5602084,54.7752837
356.7731199,161.5318789,756.2294001,32.75083851
1443.540072,561.5128857,238.2772477,45.81706851
716.9443219,151.5298056,184.7722559,56.618984
973.2153909,82.32431142,294.2888112,31.75200781
1108.955278,89.14528178,224.9682833,38.84638131
1416.566954,68.79711597,2.20254112,52.31099734
3601.431358,65.48328353,33.22386692,32.75657128
804.7368684,90.73615334,270.3275637,48.0940727
358.2108917,207.1647457,35.7525498,48.51311228
1180.738992,68.50982844,15.82477493,26.82196759
576.8972374,100.0878248,360.0930068,62.33998334
1431.685146,149.2599893,18.822245,39.68859211
175.2416496,75.82867211,91.76540103,63.73636342
400.2294631,64.25420983,12.71535856,32.07233622
1812.003264,50.76192088,45.71367747,37.39669246
363.5696117,47.16396763,40.65945961,24.67851248
889.1863301,79.78490439,19.92334803,8.13796571
681.329174,76.55987379,70.25386707,26.91622281
649.0020105,131.6225801,58.31438292,51.72542566
559.4225209,92.98804987,77.1322352,34.74169053
2824.515566,182.0629118,35.41728834,-3.609070753
1872.953689,134.1505584,326.4372559,101.9079226
1372.612167,36.83307402,159.3787942,35.12684933
615.9329214,33.6996105,137.9002796,35.9832065
120.9778306,404.3663644,71.04636173,53.10133372
325.2335941,77.12965945,47.66334379,69.58742479
142.7047751,79.41851945,329.2015421,48.51061431
776.6680549,38.10925914,155.3588378,85.54242629
66.55170252,65.51967024,20.26259778,26.3934154
358.0798767,87.50164505,15.20285501,28.17066778
449.686511,79.87411411,16.44322773,36.11956893
2532.098388,102.216447,32.43610239,33.90507498
634.5678559,90.85681366,27.14318716,30.01454109
740.8142061,69.346892,329.4698061,39.10287305
1689.871326,133.8366796,83.80492983,48.09550822
2523.945523,199.6645459,14.47598097,21.88394271
250.8514742,120.5343566,29.59241812,43.12574229
1193.211688,151.983749,68.52611779,2.689542074
430.0596458,271.8626467,163.8422357,34.83476758
94.63248635,260.6619259,8.87882275,31.29875205
393.7128045,113.7653269,14.17042625,28.71686467
3752.44022,202.2584984,107.7608556,61.40183363
1128.585915,118.225029,9.192913607,53.59892371
3263.753339,38.65438747,199.5893312,62.28077658
1570.307992,110.4700912,137.3997926,53.85455063
1852.454107,57.51614901,285.8388314,36.34067843
932.6392045,106.1501089,115.5766024,16.72388599
178.9070647,114.3275149,124.3302432,57.50164345
604.2441801,44.88375695,22.47187852,51.88573366
266.769288,99.59535053,24.08946934,69.98062253
1348.399066,70.47254689,15.29816601,69.54902146
593.0055664,57.19938786,154.1099397,44.91938724
919.9741025,69.77581904,161.8239273,51.95213588
709.8045532,173.5390651,24.52747344,50.90015548
279.3505576,119.3846225,10.31394135,80.66835384
880.6505417,71.09959491,47.76641295,22.55342385
686.0774425,104.1224878,114.3005579,34.72082616
2000.768466,203.7494919,143.7754098,11.43866758
674.3363217,93.0724134,16.83412625,56.65658719
724.8617939,52.1604754,5.061942368,-22.5942427
468.230258,87.1380466,179.6514066,55.09789725
1475.311402,102.7045179,193.9843249,51.62039232
213.6322246,153.3829807,31.20784696,32.3710547
453.8565751,80.39833044,132.4308589,44.13034945
28.86967687,174.8244598,139.5221461,8.154465452
1583.357951,159.482087,86.23365935,51.80362442
69.66659152,64.77927798,83.97211728,63.24641039
265.3785525,154.0785742,15.03351762,31.56773048
279.6761789,50.073965,109.501422,26.92992903
2171.403931,121.7151797,180.5738903,49.76314542
1127.405907,125.3505989,248.7798378,67.86112256
2786.878064,103.0797441,10.87676335,70.97209288
2285.825585,41.63365364,189.5401545,30.47721895
375.578864,65.28270822,15.29457959,44.76647355
207.085545,273.9704995,44.81473543,31.06797734
1233.746188,135.4396172,0.377553309,14.21917837
567.5003342,198.0585728,51.20269867,58.80487633
1162.152221,151.4189842,13.00963174,44.75431408
386.7302211,63.85159055,75.89318751,39.57687339
464.3114288,66.70684363,26.62292783,62.58735705
32.98864933,75.78266622,318.7752633,46.83236997
142.8401791,84.72356999,17.46720109,41.72669276
76.74767662,169.0323374,19.26614604,43.64789784
608.0522588,57.9385128,32.32432955,35.87181666
665.3751717,107.8231708,252.6866732,54.38048087
1943.754529,78.18734857,220.5503729,11.78732677
864.1719218,85.57927156,35.66144462,37.75583517
1182.920356,93.11175646,3.6082518,30.71431538
1290.583862,348.8381223,120.9568042,45.10743331
2592.64834,93.02677063,76.0088225,57.23139827
701.5479138,148.4815551,525.5276323,5.83477009
1467.228614,58.44685203,8.844389746,45.57817292
3055.429697,36.41307408,89.02625845,88.15958965
103.8829838,61.13750543,224.7505152,41.10563063
750.3534856,97.23237353,32.34863305,45.68016769
1026.729863,108.0618199,197.3863961,20.02252256
163.8381754,119.3164509,126.9929429,29.03760091
716.8232562,168.8399827,119.8532459,41.16297175
227.1669456,94.93383821,614.8087341,39.34228818
1676.985292,254.8432133,104.8602316,78.3100172
497.6070281,63.76597889,607.9838138,66.45355107
5319.356726,79.61786267,28.81726528,44.23817889
1019.666937,197.9609905,5.181806906,81.55877317
308.4433386,114.9218101,67.95041722,32.08788131
1907.195817,166.9663052,56.56430059,23.48985298
3856.024286,77.99477105,56.36764501,69.07335445
1057.625406,184.3615866,9.627910914,37.75085121
16.30805852,92.87195428,61.49400981,15.59628161
1177.61415,79.54886977,110.1368661,70.34323768
168.926781,94.12928963,232.8834046,30.56977994
1770.965617,83.14300971,180.5727831,57.85872034
220.4331087,69.02702742,352.6362581,32.22929152
42.23467549,185.5319515,6.295432259,42.21898903
3547.944879,63.25132156,169.2008704,81.52812933
480.9427196,122.3961497,125.250308,20.22972857
2314.730053,154.2294725,66.27431439,74.13333435
1033.237877,70.55700146,194.9510592,35.72235162
513.4419017,92.277997,240.2483535,32.21673969
1978.718147,222.7686804,32.49545096,27.63257691
982.029383,184.927132,85.1701928,43.45644003
762.8604127,119.5924682,7.270285946,55.17609865
279.1196056,214.5380235,136.9792972,32.91270193
613.5533261,71.18437303,60.41315526,16.88651439
147.8567035,111.4959562,167.2209571,57.1483687
1093.374894,196.5953902,79.65300813,51.33345223
378.2112319,105.4266353,42.50629816,65.43948972
1424.717398,152.2777982,89.35015545,60.27174796
141.0890131,591.8428097,20.89654201,66.6312429
109.6418649,64.95700747,84.36032607,39.18841107
898.9396551,223.4878936,48.67909813,30.91127876
1112.149822,193.9823382,36.13868991,43.60807628
1525.341652,81.56201607,140.7012492,25.15200172
47.02328332,107.998526,189.3722288,29.35685608
1600.099726,93.72923976,83.53651202,24.80753036
1385.083383,132.2530595,28.90019829,24.70378746
1005.124983,125.2038314,266.0204592,42.77942176
290.2379255,63.68207631,45.22120524,28.61257395
68.81589256,67.09228091,47.26469032,14.35278813
25.2645216,80.5684549,95.20880397,49.98515354
1428.629002,97.40893117,114.2136316,37.32298544
93.65485422,59.36299693,227.1251032,68.44356012
779.9118362,70.70660403,101.6521203,105.8656734
1620.018814,99.14894144,249.2479944,46.31752689
559.9578316,87.55116253,26.96016629,69.41354851
436.4692634,71.06562686,37.4065768,45.83194363
740.3804576,124.6195324,157.0131963,28.79730087
1263.205679,102.5608815,42.32356177,42.40585474
1197.249578,69.14954338,5.272852382,49.094081
320.1798317,116.1469563,60.567692,43.72035129
461.1973148,91.7547349,30.02171001,40.44949344
224.1933141,103.1008536,203.768905,40.07685769
225.4766957,66.7394112,19.34313776,42.04475955
269.4800106,167.2686257,30.79151513,94.70171494
898.6440431,33.84334356,225.438347,15.71424842
1247.460334,110.3205504,40.93148755,74.27244447
1271.921655,53.24668207,12.71710543,52.02198949
178.5213739,203.0240293,280.0253075,63.2771666
1377.063703,48.18997743,108.5135688,33.72893931
392.8356746,42.56608365,22.19725441,51.94526933
1093.054055,62.80712187,165.0718998,32.49798482
287.9458484,135.3729496,6.684711971,32.33527444
186.3991515,77.42999356,129.0511953,39.21316776
522.293699,105.4059696,112.7258712,10.56786068
2569.232719,138.9046342,19.14083994,37.59681409
173.9074448,143.5870526,25.26755271,39.3205757
876.611897,122.1297031,71.2988376,38.63820563
1392.911287,47.13920213,12.64086413,-0.987343512
1353.975304,135.176791,50.11635738,74.06083146
463.9325491,65.33944965,7.402053025,49.45139797
1319.611244,78.04718077,7.065266186,65.13937606
3274.854138,101.4068916,156.4088296,40.15971954
6790.937645,177.647965,57.36271008,5.371065003
2229.323508,96.52559871,7.329003132,61.9311494
886.466384,39.8583146,79.68353889,59.13330498
365.7912924,86.37917587,31.67990245,37.81224202
521.2431629,95.15074046,44.4125728,44.13107811
177.362228,159.3408596,46.81798496,53.36079236
926.9868751,423.4881786,71.5545877,18.03256678
410.1068997,82.35824897,174.7829101,86.02906114
2369.529759,148.6591138,84.46782184,2.979103281
897.2929818,53.98416295,255.7966809,12.6924331
938.9722161,188.606502,63.35720621,13.74476086
